url,filing_uuid,filing_type,filing_type_display,filing_year,filing_period,filing_period_display,filing_document_url,filing_document_content_type,income,expenses,expenses_method,expenses_method_display,posted_by_name,dt_posted,termination_date,registrant_country,registrant_ppb_country,registrant_address_1,registrant_address_2,registrant_different_address,registrant_city,registrant_state,registrant_zip,registrant,client,lobbying_activities,conviction_disclosures,foreign_entities,affiliated_organizations
https://lda.senate.gov/api/v1/filings/80b5ea2a-0909-4937-8949-72f26a61890f/,80b5ea2a-0909-4937-8949-72f26a61890f,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/80b5ea2a-0909-4937-8949-72f26a61890f/print/,text/html,,,,,Christine R. Mistr,2019-12-16T22:38:57.477000-05:00,2019-10-01,United States of America,,"440 First Street, NW, Suite 360",,False,Washington,DC,20001,"{'id': 401105417, 'url': 'https://lda.senate.gov/api/v1/registrants/401105417/', 'house_registrant_id': 401105417, 'name': 'ELEVATE GOVERNMENT AFFAIRS, LLC', 'description': 'Government relations firm.', 'address_1': '440 First Street, NW, Suite 550', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20001', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'CHRISTINE R. MISTR', 'contact_telephone': '+1 202-552-5992', 'dt_updated': '2024-01-30T19:18:32.114703-05:00'}","{'id': 203665, 'url': 'https://lda.senate.gov/api/v1/clients/203665/', 'client_id': 152, 'name': 'SIGNAL GROUP CONSULTING, LLC ON BEHALF OF WIRELESS INFRASTRUCTURE ASSOCIATION', 'general_description': 'Government relations and public affairs.', 'client_government_entity': False, 'client_self_select': None, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-10-10'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/00879d18-c2de-4b6c-b340-4cdc59671cf5/,00879d18-c2de-4b6c-b340-4cdc59671cf5,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/00879d18-c2de-4b6c-b340-4cdc59671cf5/print/,text/html,,,,,Christine R. Mistr,2019-12-16T22:43:02.370000-05:00,2019-10-01,United States of America,,"440 First Street, NW, Suite 360",,False,Washington,DC,20001,"{'id': 401105417, 'url': 'https://lda.senate.gov/api/v1/registrants/401105417/', 'house_registrant_id': 401105417, 'name': 'ELEVATE GOVERNMENT AFFAIRS, LLC', 'description': 'Government relations firm.', 'address_1': '440 First Street, NW, Suite 550', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20001', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'CHRISTINE R. MISTR', 'contact_telephone': '+1 202-552-5992', 'dt_updated': '2024-01-30T19:18:32.114703-05:00'}","{'id': 203652, 'url': 'https://lda.senate.gov/api/v1/clients/203652/', 'client_id': 36, 'name': 'SIGNAL GROUP CONSULTING, LLC ON BEHALF OF CITY OF HILLSBORO', 'general_description': 'Government relations and public affairs.', 'client_government_entity': False, 'client_self_select': None, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-10-10'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/12440635-ee0e-4ea3-a8c0-ca2d47140902/,12440635-ee0e-4ea3-a8c0-ca2d47140902,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/12440635-ee0e-4ea3-a8c0-ca2d47140902/print/,text/html,,,,,Christine R. Mistr,2019-12-16T22:46:04.253000-05:00,2019-10-01,United States of America,,"440 First Street, NW, Suite 360",,False,Washington,DC,20001,"{'id': 401105417, 'url': 'https://lda.senate.gov/api/v1/registrants/401105417/', 'house_registrant_id': 401105417, 'name': 'ELEVATE GOVERNMENT AFFAIRS, LLC', 'description': 'Government relations firm.', 'address_1': '440 First Street, NW, Suite 550', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20001', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'CHRISTINE R. MISTR', 'contact_telephone': '+1 202-552-5992', 'dt_updated': '2024-01-30T19:18:32.114703-05:00'}","{'id': 203666, 'url': 'https://lda.senate.gov/api/v1/clients/203666/', 'client_id': 202, 'name': 'SIGNAL GROUP CONSULTING, LLC ON BEHALF OF SAN DIEGO COUNTY REGIONAL AIRPORT AUTH', 'general_description': 'Government relations and public affairs.', 'client_government_entity': False, 'client_self_select': None, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-10-10'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/3e68ed2e-2978-4076-9e2d-b44178574620/,3e68ed2e-2978-4076-9e2d-b44178574620,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/3e68ed2e-2978-4076-9e2d-b44178574620/print/,text/html,,,,,Christine R. Mistr,2019-12-16T22:48:05.927000-05:00,2019-10-01,United States of America,,"440 First Street, NW, Suite 360",,False,Washington,DC,20001,"{'id': 401105417, 'url': 'https://lda.senate.gov/api/v1/registrants/401105417/', 'house_registrant_id': 401105417, 'name': 'ELEVATE GOVERNMENT AFFAIRS, LLC', 'description': 'Government relations firm.', 'address_1': '440 First Street, NW, Suite 550', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20001', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'CHRISTINE R. MISTR', 'contact_telephone': '+1 202-552-5992', 'dt_updated': '2024-01-30T19:18:32.114703-05:00'}","{'id': 203671, 'url': 'https://lda.senate.gov/api/v1/clients/203671/', 'client_id': 214, 'name': 'SIGNAL GROUP CONSULTING, LLC ON BEHALF OF JACKSON MUNICIPAL AIRPORT AUTHORITY', 'general_description': 'Government relations and public affairs.', 'client_government_entity': False, 'client_self_select': None, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-10-10'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/686679ec-9398-4e8c-8c60-2b61c0df1ea7/,686679ec-9398-4e8c-8c60-2b61c0df1ea7,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/686679ec-9398-4e8c-8c60-2b61c0df1ea7/print/,text/html,,,,,Edward A. Merlis,2020-01-03T10:39:01.607000-05:00,2019-12-31,United States of America,,8202 Hunting Hill Lane,,False,McLean,VA,22102,"{'id': 400447142, 'url': 'https://lda.senate.gov/api/v1/registrants/400447142/', 'house_registrant_id': 400447142, 'name': 'MR. EDWARD MERLIS', 'description': 'Public Affairs, Communications, and Government Relations Consulting', 'address_1': '8202 Hunting Hill Lane', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'McLean', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22102', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'EDWARD MERLIS', 'contact_telephone': '+1 202-253-6179', 'dt_updated': '2024-01-01T14:11:37.323358-05:00'}","{'id': 191007, 'url': 'https://lda.senate.gov/api/v1/clients/191007/', 'client_id': 24, 'name': 'WORLD SHIPPING COUNCIL', 'general_description': 'To provide a coordinated voice for the liner shipping industry', 'client_government_entity': False, 'client_self_select': False, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2010-09-01'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/519d13ec-e907-44e3-8d2e-e44d2d3180a1/,519d13ec-e907-44e3-8d2e-e44d2d3180a1,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/519d13ec-e907-44e3-8d2e-e44d2d3180a1/print/,text/html,,,a,Method A - Reporting amounts using LDA definitions only,Kristin Larson,2020-01-22T12:38:55.257000-05:00,2019-10-01,United States of America,,PO Box 729,,False,Bolton,MA,01740,"{'id': 401105005, 'url': 'https://lda.senate.gov/api/v1/registrants/401105005/', 'house_registrant_id': 401105005, 'name': 'CALL9, INC.', 'description': 'Telemedicine and Medical Software Development and Medical Practice Management', 'address_1': 'PO Box 729', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Bolton', 'state': 'MA', 'state_display': 'Massachusetts', 'zip': '01740', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'KRISTIN LARSON', 'contact_telephone': '+1 978-562-0767', 'dt_updated': '2022-04-06T16:06:29.749841-04:00'}","{'id': 203024, 'url': 'https://lda.senate.gov/api/v1/clients/203024/', 'client_id': 12, 'name': 'CALL9, INC.', 'general_description': None, 'client_government_entity': False, 'client_self_select': True, 'state': 'MA', 'state_display': 'Massachusetts', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'MA', 'ppb_state_display': 'Massachusetts', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2018-10-15'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/9089a661-b732-4857-a59e-2ff5cc69f4a4/,9089a661-b732-4857-a59e-2ff5cc69f4a4,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/9089a661-b732-4857-a59e-2ff5cc69f4a4/print/,text/html,,,,,David C Thompson,2020-02-27T14:58:53.057000-05:00,2019-12-16,United States of America,,10612 D Providence Road,Suite 277,False,Charlotte,NC,28277,"{'id': 401103846, 'url': 'https://lda.senate.gov/api/v1/registrants/401103846/', 'house_registrant_id': 401103846, 'name': 'EDGEPOINT, LLC', 'description': 'consulting firm', 'address_1': '10612 D Providence Road', 'address_2': 'Suite 277', 'address_3': None, 'address_4': None, 'city': 'Charlotte', 'state': 'NC', 'state_display': 'North Carolina', 'zip': '28277', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'DAVID THOMPSON', 'contact_telephone': '+1 202-222-5319', 'dt_updated': '2024-02-15T12:42:21.812900-05:00'}","{'id': 200260, 'url': 'https://lda.senate.gov/api/v1/clients/200260/', 'client_id': 101, 'name': 'ACACIA RESEARCH GROUP', 'general_description': 'publicly traded company investing in intellectual property/absolute assets', 'client_government_entity': False, 'client_self_select': None, 'state': 'CA', 'state_display': 'California', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'CA', 'ppb_state_display': 'California', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-10-28'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/90b5d2ee-f9e9-4684-9927-fcf6eaad2047/,90b5d2ee-f9e9-4684-9927-fcf6eaad2047,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/90b5d2ee-f9e9-4684-9927-fcf6eaad2047/print/,text/html,50000.00,,,,David C Thompson,2020-02-27T15:00:54.310000-05:00,2019-12-31,United States of America,,10612 D Providence Road,Suite 277,False,Charlotte,NC,28277,"{'id': 401103846, 'url': 'https://lda.senate.gov/api/v1/registrants/401103846/', 'house_registrant_id': 401103846, 'name': 'EDGEPOINT, LLC', 'description': 'consulting firm', 'address_1': '10612 D Providence Road', 'address_2': 'Suite 277', 'address_3': None, 'address_4': None, 'city': 'Charlotte', 'state': 'NC', 'state_display': 'North Carolina', 'zip': '28277', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'DAVID THOMPSON', 'contact_telephone': '+1 202-222-5319', 'dt_updated': '2024-02-15T12:42:21.812900-05:00'}","{'id': 200265, 'url': 'https://lda.senate.gov/api/v1/clients/200265/', 'client_id': 113, 'name': 'ACACIA RESEARCH CORPORATION', 'general_description': 'invests in intellectual property and related absolute return assets and engages in the lic', 'client_government_entity': False, 'client_self_select': None, 'state': 'CA', 'state_display': 'California', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'CA', 'ppb_state_display': 'California', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-11-01'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/496abb25-2297-4d01-bef8-d2b6b2925a27/,496abb25-2297-4d01-bef8-d2b6b2925a27,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/496abb25-2297-4d01-bef8-d2b6b2925a27/print/,text/html,,,,,Kelli A Emerick,2020-05-15T13:32:17.023000-04:00,2019-10-01,United States of America,,"1440 G Street, NW",Suite 700,True,Washington,DC,20005,"{'id': 40022170, 'url': 'https://lda.senate.gov/api/v1/registrants/40022170/', 'house_registrant_id': 39808, 'name': '121 STRATEGIES & GOVERNMENT RELATIONS', 'description': 'Consulting', 'address_1': '80 M Street, SE', 'address_2': '#100', 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20003', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'KELLI A. EMERICK', 'contact_telephone': '+1 202-263-2575', 'dt_updated': '2024-01-31T23:48:57.561866-05:00'}","{'id': 188008, 'url': 'https://lda.senate.gov/api/v1/clients/188008/', 'client_id': 75, 'name': 'GEMALTO INC', 'general_description': None, 'client_government_entity': False, 'client_self_select': None, 'state': None, 'state_display': None, 'country': '', 'country_display': '* Undetermined', 'ppb_state': None, 'ppb_state_display': None, 'ppb_country': '', 'ppb_country_display': '* Undetermined', 'effective_date': '2008-02-07'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/81a29715-e28b-4c35-a763-8130eba885c4/,81a29715-e28b-4c35-a763-8130eba885c4,4@Y,4th Quarter - Termination Amendment (No Activity),2019,fourth_quarter,4th Quarter (Oct 1 - Dec 31),https://lda.senate.gov/filings/public/filing/81a29715-e28b-4c35-a763-8130eba885c4/print/,text/html,,,,,Thomas Hebert,2020-07-13T12:11:35.653000-04:00,2019-11-30,United States of America,,4440 Faraday Place NW,,False,Washington,DC,20016,"{'id': 400758265, 'url': 'https://lda.senate.gov/api/v1/registrants/400758265/', 'house_registrant_id': 400758265, 'name': 'BAYARD RIDGE GROUP, LLC', 'description': 'Consulting regarding agricultural regulatory and legislative affairs', 'address_1': '4440 Faraday Place NW', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20016', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'THOMAS R HEBERT', 'contact_telephone': '+1 202-441-0570', 'dt_updated': '2024-01-12T08:32:49.058013-05:00'}","{'id': 194976, 'url': 'https://lda.senate.gov/api/v1/clients/194976/', 'client_id': 24, 'name': 'NATIONAL COUNCIL OF FARMER COOPERATIVES', 'general_description': ""Represent the interests of the nation's farmer-owned cooperatives"", 'client_government_entity': False, 'client_self_select': False, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': None, 'ppb_state_display': None, 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2012-01-02'}",[],[],[],[]
