url,filing_uuid,filing_type,filing_type_display,filing_year,filing_period,filing_period_display,filing_document_url,filing_document_content_type,income,expenses,expenses_method,expenses_method_display,posted_by_name,dt_posted,termination_date,registrant_country,registrant_ppb_country,registrant_address_1,registrant_address_2,registrant_different_address,registrant_city,registrant_state,registrant_zip,registrant,client,lobbying_activities,conviction_disclosures,foreign_entities,affiliated_organizations
https://lda.senate.gov/api/v1/filings/29fb01f1-8f47-499b-b4b5-c898fa84bc2b/,29fb01f1-8f47-499b-b4b5-c898fa84bc2b,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/29fb01f1-8f47-499b-b4b5-c898fa84bc2b/print/,text/html,,,,,Murray Liebman,2019-07-02T17:41:17.510000-04:00,2019-07-02,United States of America,,"2101 L Street NW, Suite 800",,False,Washington,DC,20037,"{'id': 46585, 'url': 'https://lda.senate.gov/api/v1/registrants/46585/', 'house_registrant_id': 34391, 'name': 'LIEBMAN & ASSOCIATES, INC.', 'description': 'Clean energy and environmental technology consulting', 'address_1': '2343 King Place NW', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20007', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'MURRAY LIEBMAN', 'contact_telephone': '+1 202-841-2185', 'dt_updated': '2023-12-13T12:24:52.845950-05:00'}","{'id': 154247, 'url': 'https://lda.senate.gov/api/v1/clients/154247/', 'client_id': 1005698, 'name': 'DICKINSON CORPORATION (FORMERLY KNOWN AS GRAPHENE TECHNOLOGIES)', 'general_description': 'Clean advanced materials development', 'client_government_entity': False, 'client_self_select': None, 'state': 'CA', 'state_display': 'California', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'CA', 'ppb_state_display': 'California', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2018-10-01'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/ce1ce425-032c-4eac-b1a0-06afbfebf455/,ce1ce425-032c-4eac-b1a0-06afbfebf455,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/ce1ce425-032c-4eac-b1a0-06afbfebf455/print/,text/html,10000.00,,,,BRIAN KELLY,2019-07-19T09:21:53.390000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188072, 'url': 'https://lda.senate.gov/api/v1/clients/188072/', 'client_id': 101, 'name': 'PROOF RESEARCH', 'general_description': 'Defense', 'client_government_entity': False, 'client_self_select': None, 'state': 'MT', 'state_display': 'Montana', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'MT', 'ppb_state_display': 'Montana', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2015-03-16'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/6a1baa9a-db91-413a-91c4-8f66e9501557/,6a1baa9a-db91-413a-91c4-8f66e9501557,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/6a1baa9a-db91-413a-91c4-8f66e9501557/print/,text/html,15000.00,,,,BRIAN KELLY,2019-07-19T09:22:56.983000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188074, 'url': 'https://lda.senate.gov/api/v1/clients/188074/', 'client_id': 113, 'name': 'INTELLIA THERAPEUTICS', 'general_description': 'Bio Technology', 'client_government_entity': False, 'client_self_select': None, 'state': 'MA', 'state_display': 'Massachusetts', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'MA', 'ppb_state_display': 'Massachusetts', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2015-08-03'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/92e173ca-3592-454d-8cec-9388f7a479d8/,92e173ca-3592-454d-8cec-9388f7a479d8,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/92e173ca-3592-454d-8cec-9388f7a479d8/print/,text/html,40000.00,,,,BRIAN KELLY,2019-07-19T09:24:01.327000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188075, 'url': 'https://lda.senate.gov/api/v1/clients/188075/', 'client_id': 137, 'name': 'LUCAS OIL', 'general_description': 'Oil Products, Transportation, Racing', 'client_government_entity': False, 'client_self_select': None, 'state': 'CA', 'state_display': 'California', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'CA', 'ppb_state_display': 'California', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2017-06-01'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/f1f9307f-6ed7-4d76-820b-684e16b24dc6/,f1f9307f-6ed7-4d76-820b-684e16b24dc6,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/f1f9307f-6ed7-4d76-820b-684e16b24dc6/print/,text/html,20000.00,,,,BRIAN KELLY,2019-07-19T09:25:07.280000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188076, 'url': 'https://lda.senate.gov/api/v1/clients/188076/', 'client_id': 140, 'name': 'DELOITTE LLP', 'general_description': 'consulting/advisory', 'client_government_entity': False, 'client_self_select': None, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2017-10-30'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/d5473e72-ff56-4f34-a339-4ef76d0294f1/,d5473e72-ff56-4f34-a339-4ef76d0294f1,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/d5473e72-ff56-4f34-a339-4ef76d0294f1/print/,text/html,20000.00,,,,BRIAN KELLY,2019-07-19T09:26:10.607000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188079, 'url': 'https://lda.senate.gov/api/v1/clients/188079/', 'client_id': 152, 'name': 'EXXON MOBIL CORPORATION', 'general_description': 'Energy', 'client_government_entity': False, 'client_self_select': None, 'state': 'TX', 'state_display': 'Texas', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'TX', 'ppb_state_display': 'Texas', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2018-03-01'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/c0ce65ea-149b-4710-9809-2e1128d8b23d/,c0ce65ea-149b-4710-9809-2e1128d8b23d,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/c0ce65ea-149b-4710-9809-2e1128d8b23d/print/,text/html,30000.00,,,,BRIAN KELLY,2019-07-19T09:27:12.640000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188077, 'url': 'https://lda.senate.gov/api/v1/clients/188077/', 'client_id': 164, 'name': 'EQUITRANS MIDSTREAM', 'general_description': 'Pipelines', 'client_government_entity': False, 'client_self_select': None, 'state': 'PA', 'state_display': 'Pennsylvania', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'PA', 'ppb_state_display': 'Pennsylvania', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-01-03'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/dd58d87e-58a3-49d2-a5e5-e55018484899/,dd58d87e-58a3-49d2-a5e5-e55018484899,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/dd58d87e-58a3-49d2-a5e5-e55018484899/print/,text/html,40000.00,,,,BRIAN KELLY,2019-07-19T09:28:15.107000-04:00,2019-07-19,United States of America,,816 Eden Ct,,False,Alexandria,VA,22308,"{'id': 40024191, 'url': 'https://lda.senate.gov/api/v1/registrants/40024191/', 'house_registrant_id': 39913, 'name': 'MR. BRIAN KELLY', 'description': 'Consultant', 'address_1': '816 Eden Ct', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Alexandria', 'state': 'VA', 'state_display': 'Virginia', 'zip': '22308', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'BRIAN KELLY', 'contact_telephone': '+1 202-253-9983', 'dt_updated': '2024-01-20T10:26:17.335371-05:00'}","{'id': 188078, 'url': 'https://lda.senate.gov/api/v1/clients/188078/', 'client_id': 176, 'name': 'SEMPRA ENERGY', 'general_description': 'Energy', 'client_government_entity': False, 'client_self_select': None, 'state': 'CA', 'state_display': 'California', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'CA', 'ppb_state_display': 'California', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-01-07'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/857c481c-3642-4ec3-8e9c-e06274005811/,857c481c-3642-4ec3-8e9c-e06274005811,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/857c481c-3642-4ec3-8e9c-e06274005811/print/,text/html,,,,,Steve Clark,2019-07-22T23:01:48.957000-04:00,2019-07-19,United States of America,,"1101 K Street, NW",Suite 800,False,Washington,DC,20005,"{'id': 76992, 'url': 'https://lda.senate.gov/api/v1/registrants/76992/', 'house_registrant_id': 36118, 'name': 'CGCN GROUP, LLC', 'description': 'Public Affairs Consultants', 'address_1': '1307 New York Ave., NW Suite 600', 'address_2': None, 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20005', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'STEVE CLARK', 'contact_telephone': '+1 202-628-0028', 'dt_updated': '2024-01-15T14:09:54.195326-05:00'}","{'id': 169813, 'url': 'https://lda.senate.gov/api/v1/clients/169813/', 'client_id': 1003290, 'name': 'BLUE CROSS BLUE SHIELD ASSOCIATION', 'general_description': 'Healthcare', 'client_government_entity': False, 'client_self_select': None, 'state': 'DC', 'state_display': 'District of Columbia', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': 'DC', 'ppb_state_display': 'District of Columbia', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2019-07-01'}",[],[],[],[]
https://lda.senate.gov/api/v1/filings/224874fe-d461-4a3c-b165-87490d23e88b/,224874fe-d461-4a3c-b165-87490d23e88b,3TY,3rd Quarter - Termination (No Activity),2019,third_quarter,3rd Quarter (July 1 - Sep 30),https://lda.senate.gov/filings/public/filing/224874fe-d461-4a3c-b165-87490d23e88b/print/,text/html,10000.00,,,,"Thomas Worrall, Partner",2019-07-29T10:48:16.290000-04:00,2019-07-29,United States of America,,"1401 H Street, NW",Suite 1075,False,Washington,DC,20005,"{'id': 292892, 'url': 'https://lda.senate.gov/api/v1/registrants/292892/', 'house_registrant_id': 37346, 'name': 'WHITMER & WORRALL, LLC', 'description': 'A government relations and consulting firm.', 'address_1': '1401 H Street, NW', 'address_2': 'Suite 525', 'address_3': None, 'address_4': None, 'city': 'Washington', 'state': 'DC', 'state_display': 'District of Columbia', 'zip': '20005', 'country': 'US', 'country_display': 'United States of America', 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'contact_name': 'MARTIN WHITMER', 'contact_telephone': '+1 202-558-6000', 'dt_updated': '2024-01-29T11:19:02.869066-05:00'}","{'id': 178377, 'url': 'https://lda.senate.gov/api/v1/clients/178377/', 'client_id': 1002742, 'name': 'PPG INDUSTRIES INC.', 'general_description': ""PPG Industries is the world's leading coatings and specialty products company."", 'client_government_entity': False, 'client_self_select': False, 'state': 'PA', 'state_display': 'Pennsylvania', 'country': 'US', 'country_display': 'United States of America', 'ppb_state': None, 'ppb_state_display': None, 'ppb_country': 'US', 'ppb_country_display': 'United States of America', 'effective_date': '2013-10-04'}",[],[],[],[]
